,BOX_OFFICE,BOX_OFFICE(prob),DATE,HOST_LAMIGO桃猿,HOST_中信兄弟,HOST_富邦悍將,HOST_統一7-ELEVEn獅,CLIENT_LAMIGO桃猿,CLIENT_中信兄弟,CLIENT_富邦悍將,CLIENT_統一7-ELEVEn獅,Fri,Sat,Sun,Thu,Tue,Wed,Previous_CLIENT_HR,Previous_CLIENT_ERR,Previous_HOST_HR,Previous_HOST_ERR,Previous_CLIENT_SCORE,Previous_HOST_SCORE,Previous_TIME,Previous_HOST_H,Previous_HOST_SO,Previous_HOST_SB,Previous_HOST_BB,Previous_CLIENT_H,Previous_CLIENT_SO,Previous_CLIENT_SB,Previous_CLIENT_BB,Stadium
485,3189,0.26575,2019-03-29,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,1,0,1,5,6,214,8,7,0,3,10,1,0,3,台南
486,4088,0.2044,2019-03-29,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,4,2,2,2,4,185,6,3,3,1,3,12,0,1,洲際
487,4279,0.3565833333333333,2019-03-30,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,3,0,7,3,161,4,9,0,1,11,3,0,3,台南
488,8036,0.4018,2019-03-30,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,3,4,5,206,6,6,0,3,10,6,0,1,洲際
489,3679,0.3065833333333333,2019-03-31,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,0,0,6,3,213,7,9,0,4,7,4,0,3,台南
490,6023,0.30115,2019-03-31,0,1,0,0,0,0,1,0,0,0,1,0,0,0,3,0,1,3,6,9,256,13,6,1,4,10,4,0,4,洲際
491,3869,0.19345,2019-04-02,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,8,3,220,6,5,0,1,14,2,0,2,桃園
492,6543,0.32715,2019-04-03,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,2,1,9,6,221,10,7,0,0,10,6,0,2,澄清湖
493,8582,0.4291,2019-04-04,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,2,9,221,14,2,3,2,8,9,0,0,澄清湖
494,8689,0.43445,2019-04-04,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,2,0,3,10,210,15,8,1,3,8,5,0,2,桃園
495,10453,0.52265,2019-04-05,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,2,0,2,184,4,3,0,3,3,9,0,3,桃園
496,8036,0.6613991769547325,2019-04-05,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,223,8,2,0,2,9,10,1,2,新莊
497,6513,0.5360493827160494,2019-04-06,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,6,1,199,8,2,1,1,10,7,0,2,新莊
498,10859,0.54295,2019-04-06,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,2,1,3,9,188,13,7,0,1,7,8,1,2,桃園
499,6671,0.5490534979423868,2019-04-07,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,2,1,228,9,3,1,3,4,7,1,3,新莊
500,8357,0.41785,2019-04-07,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,3,0,0,10,2,213,5,4,0,3,10,8,0,5,桃園
501,3455,0.17275,2019-04-09,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,1,1,5,4,164,9,7,1,1,9,3,1,1,桃園
502,3378,0.1689,2019-04-10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,4,3,214,4,8,0,2,11,9,2,2,桃園
503,4182,0.3441975308641975,2019-04-10,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0,2,2,7,8,225,12,6,0,5,8,4,2,6,新莊
504,3328,0.2739094650205761,2019-04-12,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,1,1,11,8,249,9,7,0,5,10,6,0,2,新莊
505,3689,0.30741666666666667,2019-04-12,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,3,0,1,4,18,254,24,8,0,6,7,6,0,1,台南
506,7155,0.59625,2019-04-13,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,0,0,3,1,188,3,7,1,2,14,10,1,0,台南
507,4538,0.37349794238683126,2019-04-13,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,2,2,1,6,9,197,14,7,1,2,11,4,1,1,新莊
508,4266,0.3511111111111111,2019-04-14,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,5,189,10,4,1,1,6,6,3,3,新莊
509,5137,0.4280833333333333,2019-04-14,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4,1,238,5,9,1,4,11,7,1,0,台南
510,4220,0.211,2019-04-17,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,4,8,200,8,3,1,3,6,8,1,5,洲際
511,3012,0.251,2019-04-17,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,3,14,1,207,3,11,0,1,20,6,0,4,台南
512,3006,0.2505,2019-04-18,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,1,2,2,6,8,232,6,6,1,5,11,5,0,1,台南
513,4699,0.4699,2019-04-20,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,1,0,1,3,3,139,5,3,3,0,5,5,0,1,天母
514,10197,0.50985,2019-04-20,1,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,1,1,9,8,267,13,7,4,2,10,5,0,5,桃園
515,10000,1.0,2019-04-20,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,5,12,194,13,1,1,8,7,7,0,1,天母
516,10000,1.0,2019-04-21,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,2,4,0,8,9,235,12,5,0,4,11,3,0,4,天母
517,2099,0.17275720164609054,2019-04-23,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,3,239,8,10,1,4,7,10,0,3,新莊
518,2883,0.23728395061728394,2019-04-24,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,2,0,199,4,6,0,3,7,8,1,2,新莊
519,4682,0.2341,2019-04-25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,3,0,1,5,196,7,4,2,3,6,9,0,3,桃園
520,5573,0.45868312757201646,2019-04-26,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,10,182,14,5,0,3,6,5,0,2,新莊
521,4304,0.2152,2019-04-26,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,2,4,173,8,3,0,0,5,7,1,2,桃園
522,8138,0.6697942386831276,2019-04-27,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3,0,2,3,9,223,13,3,0,2,9,8,0,0,新莊
523,9107,0.45535,2019-04-27,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,2,13,173,14,4,0,0,7,3,0,1,桃園
524,6785,0.5584362139917696,2019-04-28,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,3,11,222,18,3,1,3,7,6,0,2,新莊
525,5022,0.2511,2019-04-28,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,3,6,276,10,10,0,0,10,9,0,3,桃園
526,3885,0.3197530864197531,2019-04-30,0,0,1,0,1,0,0,0,0,0,0,0,1,0,6,0,1,1,14,4,233,5,4,0,2,19,9,2,4,新莊
527,3199,0.15995,2019-05-01,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,0,4,5,159,7,6,0,1,8,7,1,1,澄清湖
528,2988,0.1494,2019-05-02,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,6,1,201,4,3,0,2,9,6,1,4,澄清湖
529,3845,0.19225,2019-05-03,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,1,7,2,221,6,7,0,1,12,11,0,1,洲際
530,2990,0.1495,2019-05-03,0,0,0,1,0,0,1,0,1,0,0,0,0,0,2,0,1,1,9,10,272,13,4,0,2,14,5,1,1,澄清湖
531,8947,0.44735,2019-05-04,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,155,1,8,0,1,2,6,0,0,洲際
532,4023,0.20115,2019-05-04,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,3,2,3,8,204,15,6,2,1,10,5,1,3,澄清湖
533,6649,0.33245,2019-05-05,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,197,3,9,0,2,8,6,1,2,洲際
534,3359,0.16795,2019-05-05,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,2,2,6,7,220,10,5,2,1,11,2,0,2,澄清湖
535,3297,0.271358024691358,2019-05-07,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,2,4,236,9,11,1,2,6,8,1,4,新莊
536,3910,0.32181069958847736,2019-05-08,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,4,154,10,10,2,1,2,7,0,2,新莊
537,3168,0.2607407407407407,2019-05-10,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,6,191,5,2,0,0,7,9,0,2,新莊
538,6228,0.3114,2019-05-10,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,4,3,235,10,6,1,1,7,8,1,4,桃園
539,4395,0.3617283950617284,2019-05-11,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,3,8,240,12,5,0,5,11,8,1,5,新莊
540,12017,0.60085,2019-05-11,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,193,4,1,0,1,6,5,2,4,桃園
541,4102,0.3376131687242798,2019-05-12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,2,1,2,5,7,232,11,3,1,2,11,7,1,3,新莊
542,8102,0.4051,2019-05-12,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,5,173,7,4,1,1,7,8,0,1,桃園
543,3177,0.15885,2019-05-14,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4,9,190,13,4,0,3,11,4,0,1,洲際
544,3257,0.16285,2019-05-15,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,3,2,208,7,6,0,3,5,7,2,2,洲際
545,3304,0.1652,2019-05-15,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,3,1,202,8,5,0,3,10,6,0,1,桃園
546,3443,0.17215,2019-05-16,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,4,2,5,5,280,12,7,2,2,11,3,0,0,桃園
547,3624,0.1812,2019-05-17,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,2,4,10,204,15,6,0,3,10,2,1,1,洲際
548,10181,0.50905,2019-05-18,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,2,8,191,11,3,1,2,7,6,1,3,洲際
549,5018,0.5018,2019-05-18,0,0,0,1,1,0,0,0,0,1,0,0,0,0,3,0,1,0,7,4,169,10,2,0,1,6,0,0,5,天母
550,3666,0.3666,2019-05-19,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,8,219,9,4,1,11,8,9,0,0,天母
551,2889,0.24075,2019-05-21,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,3,1,9,10,229,18,2,0,2,14,3,0,3,台南
552,5158,0.2579,2019-05-22,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,169,1,11,0,0,6,3,0,1,澄清湖
553,3156,0.263,2019-05-22,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,0,1,11,1,185,8,6,1,2,11,6,0,1,台南
554,4597,0.22985,2019-05-23,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3,2,210,9,4,1,4,7,6,0,2,澄清湖
555,5219,0.4295473251028807,2019-05-24,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2,5,2,189,5,8,1,1,8,8,1,3,新莊
556,4009,0.33408333333333334,2019-05-24,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,3,0,2,7,0,205,5,13,0,1,10,5,1,3,台南
557,6678,0.5496296296296296,2019-05-25,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4,1,0,6,10,254,5,6,1,6,8,6,1,6,新莊
558,6058,0.5048333333333334,2019-05-25,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,4,9,236,12,6,2,4,9,10,0,6,台南
559,5090,0.4241666666666667,2019-05-26,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,7,179,12,1,0,4,5,8,0,0,台南
560,5610,0.4617283950617284,2019-05-26,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,6,183,6,5,4,9,6,5,1,1,新莊
561,2897,0.23843621399176954,2019-05-29,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,2,3,186,7,6,1,3,9,5,1,0,新莊
562,3783,0.18915,2019-05-29,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,0,2,6,5,215,8,3,0,2,10,7,0,3,桃園
563,3283,0.2702057613168724,2019-05-30,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,2,10,4,195,8,4,0,1,14,4,0,2,新莊
564,3284,0.1642,2019-05-31,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,2,0,5,8,211,11,3,1,3,7,7,1,3,洲際
565,7010,0.3505,2019-05-31,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,3,6,2,251,6,13,4,5,7,8,1,5,桃園
566,14441,0.72205,2019-06-01,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,5,2,211,7,5,1,2,12,7,1,1,桃園
567,6872,0.3436,2019-06-01,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,1,2,1,10,16,275,19,4,1,8,12,6,2,5,洲際
568,4316,0.2158,2019-06-02,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,1,3,0,7,19,234,17,7,2,6,12,2,0,3,洲際
569,10161,0.50805,2019-06-02,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,4,3,192,7,3,1,1,12,8,1,3,桃園
570,3432,0.1716,2019-06-05,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,1,8,0,205,4,7,0,2,13,2,1,3,洲際
571,3011,0.2509166666666667,2019-06-05,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,5,0,171,2,4,0,0,7,2,1,2,台南
572,3334,0.1667,2019-06-06,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,3,5,203,10,6,3,1,5,3,0,0,洲際
573,8576,0.4288,2019-06-07,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,7,1,189,4,6,0,2,10,3,1,1,洲際
574,4129,0.34408333333333335,2019-06-07,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,7,4,193,9,7,1,2,9,2,0,0,台南
575,10258,0.5129,2019-06-08,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2,9,180,8,5,0,8,5,6,0,1,洲際
576,5055,0.42125,2019-06-08,0,0,0,1,0,0,1,0,0,1,0,0,0,0,2,2,0,0,7,2,231,10,9,1,1,12,5,1,3,台南
577,5115,0.25575,2019-06-09,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,2,8,4,248,7,11,0,6,9,3,1,2,洲際
578,4228,0.35233333333333333,2019-06-09,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,0,2,1,6,8,259,12,3,0,2,13,5,1,4,台南
579,2898,0.2415,2019-06-12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,4,0,1,0,6,7,226,12,6,1,2,12,7,0,1,台南
580,5540,0.45596707818930043,2019-06-14,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,2,4,9,14,313,15,8,1,7,14,8,1,7,新莊
581,4102,0.2051,2019-06-14,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,8,5,205,6,5,0,1,12,9,0,6,桃園
582,11238,0.9249382716049382,2019-06-15,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,5,8,249,16,6,1,4,6,12,1,4,新莊
583,10079,0.50395,2019-06-15,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,1,3,1,8,17,255,19,7,0,3,14,7,1,1,桃園
584,5234,0.2617,2019-06-16,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,5,165,7,5,1,0,8,10,0,0,桃園
585,7016,0.5774485596707819,2019-06-16,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,4,213,8,2,0,0,12,9,2,1,新莊
586,3259,0.16295,2019-06-18,1,0,0,0,0,0,0,1,0,0,0,0,1,0,2,3,1,0,4,12,232,18,7,2,2,7,8,0,4,桃園
587,4619,0.3801646090534979,2019-06-19,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,5,6,202,12,6,0,0,8,8,1,3,新莊
588,4423,0.22115,2019-06-20,1,0,0,0,0,1,0,0,0,0,0,1,0,0,3,0,0,2,7,8,221,9,3,0,4,12,5,2,0,桃園
589,5159,0.25795,2019-06-21,1,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,3,1,5,10,244,12,5,0,5,13,7,1,4,桃園
590,10111,0.50555,2019-06-22,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,3,1,1,6,195,12,5,1,2,4,9,0,1,桃園
591,3159,0.26325,2019-06-22,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,3,0,7,12,284,14,4,2,8,9,5,2,7,台南
592,3032,0.1516,2019-06-25,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,6,3,218,6,14,0,4,10,3,2,3,洲際
593,3009,0.25075,2019-06-25,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,3,4,4,297,12,7,2,3,12,4,2,4,台南
594,2988,0.249,2019-06-26,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,0,1,5,4,228,7,10,2,4,7,9,0,6,台南
595,3203,0.2636213991769547,2019-06-27,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2,1,1,2,7,4,230,6,8,0,2,10,6,1,5,新莊
596,3288,0.2706172839506173,2019-06-28,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,2,2,7,10,204,4,0,0,3,11,13,2,2,新莊
597,4361,0.3589300411522634,2019-06-29,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,2,5,204,12,6,2,3,9,10,0,3,新莊
598,3465,0.17325,2019-06-30,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,1,11,4,217,9,7,0,2,15,5,0,3,洲際
599,7834,0.6447736625514403,2019-07-05,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,2,4,7,219,8,9,0,3,11,6,0,3,新莊
600,7881,0.39405,2019-07-05,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,2,9,5,206,12,6,0,1,10,6,0,2,桃園
601,9039,0.7439506172839506,2019-07-06,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,1,2,4,5,187,7,5,1,0,8,11,1,3,新莊
602,10123,0.50615,2019-07-06,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,2,170,2,7,2,4,5,2,0,1,桃園
603,5313,0.26565,2019-07-07,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2,0,6,8,237,12,4,1,1,8,8,0,5,桃園
604,9013,0.7418106995884773,2019-07-07,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,1,1,2,12,228,12,7,0,7,7,8,1,3,新莊
605,2788,0.1394,2019-07-09,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,3,4,2,204,5,5,0,3,5,9,0,2,澄清湖
606,3315,0.27283950617283953,2019-07-10,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,9,222,12,7,1,3,5,8,0,1,新莊
607,2689,0.13445,2019-07-11,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,1,1,0,7,8,245,13,5,4,5,14,3,0,4,澄清湖
608,3781,0.31119341563786007,2019-07-11,0,0,1,0,1,0,0,0,0,0,0,1,0,0,3,0,1,1,7,6,230,11,11,1,2,13,8,0,2,新莊
609,3406,0.2838333333333333,2019-07-12,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,2,3,8,220,7,9,0,4,8,9,1,4,台南
610,3582,0.1791,2019-07-12,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,4,6,233,10,6,2,3,8,7,1,1,洲際
611,8019,0.40095,2019-07-13,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,7,9,248,12,6,0,3,16,9,0,3,洲際
612,4139,0.34491666666666665,2019-07-13,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,3,0,6,10,265,10,9,0,4,16,8,0,7,台南
613,3348,0.279,2019-07-14,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,2,0,6,4,228,11,5,0,1,14,15,0,2,台南
614,4704,0.2352,2019-07-14,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,5,1,239,1,3,1,3,6,9,1,4,洲際
615,5205,0.26025,2019-07-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2,1,172,6,5,0,1,8,2,0,1,澄清湖
616,3011,0.2509166666666667,2019-07-17,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,7,286,10,9,2,7,18,1,2,2,台南
617,8023,0.40115,2019-07-17,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,6,185,11,6,0,1,7,8,0,2,澄清湖
618,5714,0.2857,2019-07-19,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,4,172,11,4,1,1,3,9,0,0,桃園
619,4006,0.2003,2019-07-19,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,4,9,221,12,11,0,2,9,7,0,2,洲際
620,10883,0.54415,2019-07-20,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,2,1,6,10,203,13,8,0,3,10,8,0,1,桃園
621,8102,0.4051,2019-07-20,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2,0,2,1,3,11,212,12,8,0,3,8,6,2,3,洲際
622,5202,0.2601,2019-07-21,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,3,8,199,11,6,0,2,9,5,0,2,洲際
623,7617,0.38085,2019-07-21,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,0,16,205,15,1,0,7,4,7,0,2,桃園
624,5034,0.2517,2019-07-23,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,3,3,11,244,14,8,0,3,10,8,1,4,桃園
625,5741,0.28705,2019-07-24,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,2,1,2,20,5,244,9,4,0,3,21,4,0,6,桃園
626,3182,0.2618930041152263,2019-07-24,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,4,1,5,12,230,12,8,0,0,8,8,1,7,新莊
627,3634,0.2990946502057613,2019-07-25,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,149,2,4,1,3,4,7,1,1,新莊
628,4103,0.20515,2019-07-30,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,3,0,2,8,1,189,4,5,0,2,8,12,0,2,桃園
629,4489,0.22445,2019-07-31,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,3,184,6,7,1,0,6,8,2,3,桃園
630,4202,0.34584362139917696,2019-07-31,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,3,7,225,9,6,0,4,9,5,0,5,新莊
631,4845,0.3987654320987654,2019-08-01,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,2,7,168,7,7,0,2,4,8,1,2,新莊
632,5809,0.4781069958847737,2019-08-02,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,162,8,5,0,0,3,8,0,2,新莊
633,5575,0.46458333333333335,2019-08-03,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2,1,1,1,5,2,199,3,4,1,3,7,6,0,2,台南
634,6022,0.49563786008230454,2019-08-03,0,0,1,0,1,0,0,0,0,1,0,0,0,0,2,1,1,1,14,5,220,8,10,0,2,17,11,1,2,新莊
635,3138,0.2615,2019-08-04,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,2,6,1,213,8,9,0,2,12,3,1,2,台南
636,4019,0.33491666666666664,2019-08-04,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1,0,0,3,4,184,7,6,1,3,9,6,0,0,台南
637,4019,0.3307818930041152,2019-08-04,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2,0,1,1,9,4,246,15,8,1,4,13,8,3,3,新莊
638,9108,0.4554,2019-08-06,0,1,0,0,1,0,0,0,0,0,0,0,1,0,2,2,1,0,4,10,212,13,7,1,2,9,8,1,2,洲際
639,4232,0.7694545454545455,2019-08-07,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,3,2,207,6,9,2,1,7,8,0,3,花蓮
640,3661,0.18305,2019-08-07,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,2,6,12,218,15,4,0,2,6,9,1,1,洲際
641,4167,0.7576363636363637,2019-08-08,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,3,10,5,239,10,18,1,3,7,5,0,2,花蓮
642,4630,0.8418181818181818,2019-08-09,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,3,0,1,6,7,235,10,6,0,4,8,5,0,0,花蓮
643,5077,0.9230909090909091,2019-08-10,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,8,188,11,4,0,5,5,2,0,2,花蓮
644,9792,0.9792,2019-08-10,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,10,5,257,10,10,1,1,12,12,0,4,天母
645,4732,0.8603636363636363,2019-08-11,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,8,1,194,10,3,0,0,14,3,1,4,花蓮
646,5088,0.5088,2019-08-11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,10,0,209,6,9,0,0,15,6,1,0,天母
647,10000,1.0,2019-08-11,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,0,5,149,8,7,1,0,2,5,0,1,天母
648,4721,0.8583636363636363,2019-08-13,0,1,0,0,0,0,0,1,0,0,0,0,1,0,4,3,5,1,8,19,248,22,7,3,4,15,4,0,2,花蓮
649,5000,0.9090909090909091,2019-08-14,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,2,5,183,7,7,0,2,10,9,0,0,花蓮
650,5075,0.25375,2019-08-14,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,2,1,4,7,216,13,11,1,2,11,8,0,1,桃園
651,4273,0.21365,2019-08-15,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,7,11,221,14,5,2,2,8,9,1,2,桃園
652,4005,0.3296296296296296,2019-08-16,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,1,1,5,7,202,6,7,0,1,12,5,1,2,新莊
653,13617,0.68085,2019-08-16,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,4,3,179,6,5,0,0,6,8,0,1,桃園
