"","GAME_NO","DATE","STADIUM","DAY","HOST","CLIENT","CLIENT_HR","CLIENT_ERR","HOST_HR","HOST_ERR","CLIENT_SCORE","HOST_SCORE","TIME","HOST_PA","HOST_AB","HOST_H","HOST_2B","HOST_3B","HOST_TB","HOST_SO","HOST_SB","HOST_CS_1","HOST_SAC","HOST_SF","HOST_BB","HOST_IBB","HOST_HBP","HOST_GIDP","HOST_LOB","HOST_PO","HOST_A","HOST_DP","HOST_TP.1","HOST_E","HOST_CS_2","HOST_PB","CLIENT_PA","CLIENT_AB","CLIENT_H","CLIENT_2B","CLIENT_3B","CLIENT_TB","CLIENT_SO","CLIENT_SB","CLIENT_CS_1","CLIENT_SAC","CLIENT_SF","CLIENT_BB","CLIENT_IBB","CLIENT_HBP","CLIENT_GIDP","CLIENT_LOB","CLIENT_PO","CLIENT_A","CLIENT_DP","CLIENT_TP.1","CLIENT_E","CLIENT_CS_2","CLIENT_PB","HOST_BF","HOST_NP_1","HOST_ER","HOST_AO","HOST_GO","HOST_NBB","HOST_BS","HOST_S","HOST_WP","HOST_BK","HOST_PO.1","HOST_A.1","HOST_DP.1","HOST_TP","HOST_E.1","HOST_PK","CLIENT_BF","CLIENT_NP_1","CLIENT_ER","CLIENT_AO","CLIENT_GO","CLIENT_NBB","CLIENT_BS","CLIENT_S","CLIENT_WP","CLIENT_BK","CLIENT_PO.1","CLIENT_A.1","CLIENT_DP.1","CLIENT_TP","CLIENT_E.1","CLIENT_PK","氣溫(℃)","相對溼度(%)","降水量(mm)","BOX_OFFICE"
"236",147,43015,"桃園","Sat","LAMIGO桃猿","中信兄弟",0,3,0,3,2,7,200,40,35,12,5,0,17,4,0,0,0,1,4,0,0,2,9,0,0,0,0,0,0,0,39,37,8,2,0,10,12,1,0,0,0,2,0,0,1,10,0,0,0,0,0,0,0,39,160,0,12,5,0,0,113,1,0,0,0,0,0,0,0,40,147,5,6,14,0,0,86,2,0,0,0,0,0,0,0,26.7,84.12,0,14744
"237",148,43015,"澄清湖","Sat","富邦悍將","統一7-ELEVEn獅",2,1,1,2,8,3,180,33,30,6,0,0,9,9,0,0,0,1,2,0,0,0,6,0,0,0,0,0,0,0,38,32,8,2,0,13,3,1,0,0,1,5,0,0,1,6,0,0,0,0,0,0,0,42,147,6,16,8,0,0,89,1,0,0,0,0,0,0,0,36,132,3,13,4,0,0,90,0,0,0,0,0,0,0,0,29.15,73.83,0,4224
"238",149,43016,"桃園","Sun","LAMIGO桃猿","中信兄弟",0,1,1,1,1,3,167,34,29,8,1,0,12,3,0,0,1,0,2,0,2,3,7,0,0,0,0,0,0,0,33,32,5,1,1,8,8,1,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,33,113,1,6,13,0,0,77,0,0,0,0,0,0,0,0,34,141,3,5,14,0,0,86,0,0,0,0,0,0,0,0,27.65,83.54,0,10759
"239",150,43016,"澄清湖","Sun","富邦悍將","統一7-ELEVEn獅",0,1,0,1,2,1,199,36,32,9,0,1,11,5,0,0,0,0,4,0,0,1,12,0,0,0,0,0,0,0,31,28,5,1,0,6,12,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,35,147,2,8,7,0,0,88,0,0,0,0,0,0,0,0,40,132,1,7,15,0,0,84,0,0,0,0,0,0,0,0,28.64,79.83,0,3427
"240",204,43019,"台南","Wed","統一7-ELEVEn獅","LAMIGO桃猿",2,0,1,0,9,7,249,39,31,7,1,0,11,9,0,0,1,0,7,0,0,0,7,0,0,0,0,0,0,0,46,36,12,3,0,21,6,2,1,1,1,7,0,1,0,10,0,0,0,0,0,1,0,46,166,9,9,11,0,0,100,0,0,0,0,0,0,0,0,41,176,7,9,7,0,0,102,1,0,0,0,0,0,0,0,30.65,71.12,0,6889
"241",1,43183,"桃園","Sat","LAMIGO桃猿","中信兄弟",1,0,1,0,4,6,191,32,28,11,2,0,16,3,0,0,1,1,1,0,1,0,6,0,0,0,0,0,0,1,39,36,11,3,0,17,8,1,0,0,0,3,0,0,1,8,0,0,0,0,0,0,0,39,141,4,12,5,0,0,89,0,0,0,0,0,0,0,0,36,113,6,11,7,0,0,82,1,0,0,0,0,0,0,0,19.47,62.58,0,18521
"242",3,43184,"台南","Sun","統一7-ELEVEn獅","富邦悍將",1,0,3,0,1,3,156,29,28,8,1,0,18,7,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,25,23,0,0,0,0,5,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,0,31,111,1,16,6,0,0,75,0,0,0,0,0,0,0,0,32,122,3,8,6,0,0,83,0,0,0,0,0,0,0,0,22.66,59.04,0,7880
"243",2,43184,"桃園","Sun","LAMIGO桃猿","中信兄弟",0,2,0,0,1,5,184,37,35,11,3,1,16,5,1,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,36,32,11,2,0,13,5,1,0,0,1,2,0,1,3,8,0,0,0,0,0,0,0,36,121,1,5,12,0,0,80,1,0,0,0,0,0,0,0,38,119,3,9,11,0,0,78,0,0,0,0,0,0,0,0,20.78,61.83,0,10096
"244",4,43186,"新莊","Tue","富邦悍將","LAMIGO桃猿",0,1,3,2,5,12,197,42,37,15,3,0,27,8,1,0,0,1,4,0,0,0,11,0,0,0,0,0,0,0,40,38,15,3,0,18,3,0,0,0,1,0,0,1,4,8,0,0,0,0,0,0,0,40,119,5,9,12,0,0,80,0,0,0,0,0,0,0,0,47,171,12,8,8,0,0,105,2,0,0,0,0,0,0,0,21.03,75.08,0.02,9418
"245",5,43187,"洲際","Wed","中信兄弟","統一7-ELEVEn獅",1,1,3,2,3,6,182,36,34,9,2,1,22,8,1,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,33,30,7,1,0,11,8,2,0,0,0,3,0,0,1,6,0,0,0,0,0,0,0,36,130,2,7,11,0,0,82,2,0,0,0,0,0,0,0,36,132,6,7,10,0,1,88,1,0,0,0,0,0,0,0,22.06,75.42,0,10816
"246",6,43188,"新莊","Thu","富邦悍將","LAMIGO桃猿",0,0,0,2,16,5,216,32,30,8,1,1,11,1,0,0,0,0,2,0,0,1,6,0,0,0,0,0,0,0,51,41,16,4,0,20,2,0,0,2,1,3,0,4,0,10,0,0,0,0,0,0,0,53,169,14,11,16,0,0,106,1,0,0,0,0,0,0,0,40,127,5,14,9,0,0,82,2,0,0,0,0,0,0,0,24.55,56.75,0,4275
"247",7,43188,"洲際","Thu","中信兄弟","統一7-ELEVEn獅",1,2,0,0,9,8,199,42,42,13,1,0,14,7,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,46,40,15,2,1,22,6,3,1,1,0,3,1,1,0,10,0,0,0,0,0,1,0,46,164,9,13,7,0,0,102,0,0,0,0,0,0,0,0,42,142,5,9,13,0,0,101,1,0,0,0,0,0,0,0,22.97,78.05,0,2108
"248",8,43189,"新莊","Fri","富邦悍將","統一7-ELEVEn獅",1,1,0,2,3,1,162,30,29,3,2,0,5,9,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,38,33,8,1,0,12,7,0,1,0,0,4,1,0,0,8,0,0,0,0,0,1,0,38,144,2,11,7,0,0,85,0,0,0,0,0,0,0,0,34,128,1,6,13,0,0,82,1,0,0,0,0,0,0,0,23.37,58.78,0,3576
"249",9,43189,"洲際","Fri","中信兄弟","LAMIGO桃猿",0,1,1,2,3,4,200,34,30,9,0,0,12,11,2,1,1,0,1,1,1,1,4,0,0,0,0,0,1,0,32,31,6,0,1,8,9,1,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,35,145,0,5,13,0,1,92,0,0,0,0,0,0,0,0,34,140,4,5,6,0,0,92,2,0,0,0,0,0,0,0,23.67,66.64,0,3104
"250",10,43190,"新莊","Sat","富邦悍將","統一7-ELEVEn獅",0,1,1,0,0,5,179,31,26,8,2,0,13,6,5,0,0,0,5,0,0,2,6,0,0,0,0,0,0,0,29,29,5,0,0,5,9,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,32,114,0,12,5,0,0,86,0,0,0,0,0,0,0,0,35,133,5,7,7,0,0,82,1,0,0,0,0,0,0,0,23.66,55.78,0,8558
"251",11,43190,"洲際","Sat","中信兄弟","LAMIGO桃猿",2,0,2,0,6,3,198,39,36,11,1,0,18,12,0,0,0,0,3,0,0,2,9,0,0,0,0,0,0,0,38,35,13,4,0,23,5,0,1,0,1,2,0,0,1,5,0,0,0,0,0,1,0,38,128,6,12,6,0,0,82,0,0,0,0,0,0,0,0,39,146,3,3,10,0,0,103,1,0,0,0,0,0,0,0,24.17,66.29,0,6029
"252",13,43191,"洲際","Sun","中信兄弟","LAMIGO桃猿",2,0,1,3,12,2,242,36,32,7,0,0,10,7,0,0,0,0,4,0,0,2,7,0,0,0,0,0,0,0,50,42,15,4,0,25,6,1,0,1,0,6,0,1,0,12,0,0,0,0,0,0,0,52,201,8,12,10,0,0,122,0,0,0,0,0,0,0,0,36,147,2,10,8,0,0,84,1,0,0,0,0,0,0,0,24.17,69.54,0,6428
"253",12,43191,"新莊","Sun","富邦悍將","統一7-ELEVEn獅",0,0,0,1,3,0,186,30,28,6,0,0,6,5,1,0,0,0,2,0,0,2,6,0,0,0,0,0,0,0,35,30,7,1,0,8,9,0,1,0,2,2,1,0,1,5,0,0,0,0,0,1,0,36,141,3,4,12,0,0,96,0,0,0,0,0,0,0,0,34,138,0,11,9,0,0,89,0,0,0,0,0,0,0,0,24.63,48.78,0,5883
"254",14,43193,"桃園","Tue","LAMIGO桃猿","統一7-ELEVEn獅",1,0,2,0,7,8,250,44,37,12,0,0,18,12,0,1,1,0,5,1,0,0,8,0,0,0,0,0,1,0,47,41,14,5,0,22,13,1,0,0,1,4,0,1,2,10,0,0,0,0,0,0,0,48,186,7,8,7,0,0,122,0,0,0,0,0,0,0,0,44,175,8,10,3,0,0,112,1,0,0,0,0,0,0,0,22.62,79.42,0,4741
"255",15,43194,"新莊","Wed","富邦悍將","中信兄弟",0,2,0,0,0,6,165,28,24,10,3,0,13,6,1,2,1,1,2,0,0,1,1,0,0,0,0,0,2,0,33,29,3,0,0,3,8,1,0,1,0,3,0,0,0,6,0,0,0,0,0,0,0,33,135,0,11,8,0,0,91,0,0,0,0,0,0,0,0,32,138,5,3,10,0,0,91,1,0,0,0,0,0,0,0,24.19,70.29,0,12150
"256",16,43195,"桃園","Thu","LAMIGO桃猿","統一7-ELEVEn獅",0,0,3,0,6,7,189,37,35,12,3,0,24,5,0,0,1,0,0,1,0,0,6,0,0,0,0,0,0,0,35,33,10,4,0,14,8,1,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,38,130,6,8,10,0,1,87,0,0,0,0,0,0,0,0,37,126,7,7,12,0,0,93,0,0,0,0,0,0,0,0,22.79,83.09,0,10667
"257",17,43195,"新莊","Thu","富邦悍將","中信兄弟",1,1,1,0,6,7,198,36,29,8,1,0,12,3,2,1,1,0,5,0,1,0,8,0,0,0,0,0,1,0,38,35,9,2,1,16,10,1,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,38,151,6,8,9,0,0,93,0,0,0,0,0,0,0,0,41,142,7,7,14,0,1,86,0,0,0,0,0,0,0,0,24.57,71.54,0,10572
"258",18,43196,"桃園","Fri","LAMIGO桃猿","富邦悍將",0,1,0,1,12,2,188,32,31,4,0,0,4,9,0,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,40,36,13,3,0,16,3,2,0,1,0,3,0,0,0,6,0,0,0,0,0,0,0,45,152,11,11,12,0,0,97,1,0,0,0,0,0,0,0,32,129,2,9,9,0,0,90,0,0,0,0,0,0,0,0,18.06,83.43,0.39,7283
"259",19,43196,"天母","Fri","統一7-ELEVEn獅","中信兄弟",0,2,0,1,7,2,227,34,32,4,0,0,4,9,1,0,0,0,2,0,0,1,5,0,0,0,0,0,0,0,41,34,11,4,0,15,6,1,0,1,1,5,0,0,0,7,0,0,0,0,0,0,0,41,160,6,14,5,0,0,94,0,0,0,0,0,0,0,0,34,132,1,6,13,0,0,93,1,0,0,0,0,0,0,0,19.3,71.88,0.04,5131
"260",20,43197,"桃園","Sat","LAMIGO桃猿","富邦悍將",0,2,1,1,11,7,254,46,41,11,3,0,17,6,1,1,0,0,4,1,0,0,9,0,0,0,0,0,1,1,44,36,14,2,1,18,4,0,0,3,0,5,0,0,2,8,0,0,0,0,0,0,0,51,196,7,8,16,0,1,119,2,0,0,0,0,0,0,0,46,166,3,15,9,0,1,113,0,0,0,0,0,0,0,0,14,69.83,0.17,10178
"261",21,43197,"天母","Sat","統一7-ELEVEn獅","中信兄弟",0,0,3,1,7,8,247,40,36,14,1,0,24,5,3,0,0,0,3,0,1,1,9,0,0,0,0,0,0,0,43,35,11,5,1,18,11,1,1,2,0,6,0,0,0,9,0,0,0,0,0,1,0,43,174,7,9,6,0,2,112,1,0,0,0,0,0,0,0,41,159,8,9,8,0,0,100,1,0,0,0,0,0,0,0,14.32,66.92,0.1,5102
"262",22,43198,"桃園","Sun","LAMIGO桃猿","富邦悍將",0,0,3,0,1,9,189,39,34,11,7,0,27,7,0,0,0,0,5,0,0,1,6,0,0,0,0,0,0,0,29,26,7,0,0,7,2,0,0,0,0,2,0,1,2,7,0,0,0,0,0,0,1,35,129,1,11,8,0,0,83,1,0,0,0,0,0,0,0,39,158,9,7,9,0,0,99,0,0,0,0,0,0,0,0,18.97,58,0,6139
"263",23,43198,"天母","Sun","統一7-ELEVEn獅","中信兄弟",0,1,2,0,4,10,191,40,35,11,3,0,20,3,2,1,0,0,5,0,0,0,6,0,0,0,0,0,1,1,38,33,9,2,1,13,7,0,0,1,0,2,0,2,1,7,0,0,0,0,0,0,0,38,135,4,9,9,0,0,83,0,0,0,0,0,0,0,0,40,136,9,14,7,0,0,79,0,0,0,0,0,0,0,0,18.75,52.21,0,4335
"264",24,43200,"桃園","Tue","LAMIGO桃猿","中信兄弟",0,0,1,0,1,11,181,44,39,16,4,0,23,6,0,0,1,0,3,0,1,0,9,0,0,0,0,0,0,0,32,30,5,0,0,5,10,0,2,0,0,2,0,0,0,4,0,0,0,0,0,2,1,32,149,1,7,8,0,0,101,1,0,0,0,0,0,0,0,44,152,8,10,8,0,0,96,1,0,0,0,0,0,0,0,21.41,69.23,0,4157
"265",25,43201,"台南","Wed","統一7-ELEVEn獅","富邦悍將",1,0,2,0,2,6,174,34,30,9,0,1,17,5,0,1,0,1,2,0,1,1,4,0,0,0,0,0,1,0,30,27,3,0,0,3,10,1,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,34,154,2,8,9,0,0,98,1,0,0,0,0,0,0,0,34,114,6,13,4,0,0,73,0,0,0,0,0,0,0,0,26.88,70.04,0,3028
"266",26,43202,"台南","Thu","統一7-ELEVEn獅","富邦悍將",0,3,3,2,7,9,190,40,38,11,3,0,23,10,1,1,1,0,1,0,0,0,5,0,0,0,0,0,1,0,34,28,4,1,1,7,13,2,0,1,0,5,0,0,0,4,0,0,0,0,0,0,0,39,168,5,5,9,0,0,99,0,0,0,0,0,0,0,0,40,146,7,5,13,0,1,98,2,0,0,0,0,0,0,0,28.02,76.04,0,3016
"267",27,43203,"台南","Fri","統一7-ELEVEn獅","LAMIGO桃猿",0,0,0,0,6,3,214,35,33,7,3,0,10,9,1,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,39,33,8,2,0,10,6,0,1,0,1,3,0,2,0,6,0,0,0,0,0,1,1,39,150,6,10,10,0,0,91,1,0,0,0,0,0,0,0,36,134,3,11,7,0,0,91,0,0,0,0,0,0,0,0,28.04,78.12,0,3508
"268",28,43203,"洲際","Fri","中信兄弟","富邦悍將",1,1,0,1,2,19,183,51,46,23,7,0,30,8,2,0,1,0,3,0,1,1,8,0,0,0,0,0,0,0,29,27,7,1,0,11,8,0,0,0,0,2,0,0,1,7,0,0,0,0,0,0,0,36,126,2,9,7,0,0,83,0,0,0,0,0,0,0,0,45,148,15,4,9,0,0,93,1,0,0,0,0,0,0,0,27.17,71.83,0,3688
"269",29,43204,"台南","Sat","統一7-ELEVEn獅","LAMIGO桃猿",1,1,1,1,9,2,194,30,28,5,0,0,8,5,0,0,0,0,1,0,1,1,4,0,0,0,0,0,0,0,45,39,14,2,0,19,9,0,1,1,0,5,0,0,1,9,0,0,0,0,0,1,0,45,167,8,7,10,0,0,106,0,0,0,0,0,0,0,0,33,115,1,5,15,0,0,79,0,0,0,0,0,0,0,0,28.1,76.71,0,7028
"270",30,43204,"洲際","Sat","中信兄弟","富邦悍將",2,2,1,3,11,3,183,32,32,5,1,0,9,7,0,1,0,0,0,0,0,1,2,0,0,0,0,0,1,0,41,35,14,4,0,24,4,1,0,0,1,5,0,0,2,8,0,0,0,0,0,0,0,46,181,10,12,8,0,0,109,2,0,0,0,0,0,0,0,32,98,2,12,8,1,0,71,0,0,0,0,0,0,0,0,27.93,75.71,0,6333
"271",31,43205,"台南","Sun","統一7-ELEVEn獅","LAMIGO桃猿",2,0,0,0,8,4,230,42,39,14,2,0,16,10,3,0,0,0,3,0,0,2,11,0,0,0,0,0,0,0,40,36,13,4,0,23,5,0,0,0,0,4,0,0,1,8,0,0,0,0,0,0,0,44,182,8,11,9,0,0,106,1,0,0,0,0,0,0,0,42,151,4,5,10,0,0,99,1,0,0,0,0,0,0,0,25.65,74.75,0,4126
"272",32,43205,"洲際","Sun","中信兄弟","富邦悍將",0,0,1,2,12,2,178,37,33,6,2,0,11,8,0,0,0,0,3,0,1,0,8,0,0,0,0,0,0,0,37,31,7,2,1,11,8,0,0,0,1,4,0,1,1,3,0,0,0,0,0,0,0,42,158,11,9,11,0,0,97,1,0,0,0,0,0,0,0,37,141,2,12,7,0,0,85,1,0,0,0,0,0,0,0,22.7,78.17,0.06,4305
"273",33,43207,"新莊","Tue","富邦悍將","統一7-ELEVEn獅",1,2,1,0,5,3,212,36,33,3,1,0,7,11,3,0,0,0,2,1,0,0,5,0,0,0,0,0,0,0,45,41,9,1,1,15,14,1,0,1,0,3,0,0,0,7,0,0,0,0,0,0,0,45,170,5,8,10,0,1,106,0,0,0,0,0,0,0,0,44,166,3,11,9,0,0,106,0,0,0,0,0,0,0,0,17.25,78.29,0.62,3025
"274",34,43208,"洲際","Wed","中信兄弟","LAMIGO桃猿",1,2,2,0,6,4,196,40,35,7,1,0,14,8,1,0,1,1,2,0,1,0,9,0,0,0,0,0,0,0,41,35,12,1,1,18,6,0,0,1,1,4,0,0,2,8,0,0,0,0,0,0,0,41,154,6,8,11,0,0,100,0,0,0,0,0,0,0,0,40,137,4,9,12,0,1,98,1,0,0,0,0,0,0,0,22.24,73.83,0,2097
"275",35,43209,"新莊","Thu","富邦悍將","統一7-ELEVEn獅",1,1,0,0,5,0,184,26,26,3,0,0,3,9,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,45,33,8,0,0,11,10,2,0,1,1,9,0,1,0,13,0,0,0,0,0,0,0,45,180,5,11,6,0,0,107,0,0,0,0,0,0,0,0,29,133,0,5,10,0,0,92,0,0,0,0,0,0,0,0,23.67,64.42,0,3386
"276",36,43209,"洲際","Thu","中信兄弟","LAMIGO桃猿",1,2,1,2,10,7,231,43,36,12,2,0,17,7,0,0,1,0,6,0,0,2,9,0,0,0,0,0,0,0,41,38,17,7,0,27,10,0,1,1,1,0,1,0,0,8,0,0,0,0,0,1,0,46,155,7,5,11,0,1,97,0,0,0,0,0,0,0,0,43,160,6,5,13,0,1,99,0,0,0,0,0,0,0,0,24.32,73.79,0,2215
"277",38,43210,"桃園","Fri","LAMIGO桃猿","統一7-ELEVEn獅",1,0,1,2,4,5,272,50,44,14,2,0,19,7,1,0,0,0,4,2,0,0,14,0,0,0,0,0,0,0,45,41,10,1,1,16,10,1,1,0,0,3,1,0,2,8,0,0,0,0,0,1,0,45,181,3,5,16,0,1,121,1,0,0,0,0,0,0,0,51,174,5,14,10,0,1,101,2,0,0,0,0,0,0,0,23.74,72.33,0,5357
"278",37,43210,"新莊","Fri","富邦悍將","中信兄弟",1,1,1,0,2,7,194,36,29,11,2,0,16,5,0,0,1,1,5,0,0,0,9,0,0,0,0,0,0,0,35,31,6,1,0,10,7,0,0,1,0,2,0,1,1,6,0,0,0,0,0,0,1,35,126,2,7,12,0,0,84,1,0,0,0,0,0,0,0,41,161,6,7,12,0,0,98,4,0,0,0,0,0,0,0,24.6,62.5,0,6936
"279",39,43211,"新莊","Sat","富邦悍將","中信兄弟",3,0,0,1,15,4,224,34,29,8,3,0,11,2,0,0,0,1,4,0,0,2,7,0,0,0,0,0,0,0,53,42,19,3,0,31,5,1,0,0,3,8,0,0,1,11,0,0,0,0,0,0,0,53,198,14,13,8,0,0,114,1,0,0,0,0,0,0,0,39,148,4,11,10,0,0,87,0,0,0,0,0,0,0,0,25.31,68.17,0,11712
"280",40,43211,"桃園","Sat","LAMIGO桃猿","統一7-ELEVEn獅",2,0,1,1,14,15,280,49,40,18,3,0,24,4,0,1,1,1,4,2,1,2,8,0,0,0,0,0,1,0,47,40,13,1,0,20,7,3,1,2,0,3,0,2,0,3,0,0,0,0,0,1,0,47,160,13,6,16,0,1,103,0,0,0,0,0,0,0,0,53,193,15,11,11,0,0,114,2,0,0,0,0,0,0,0,23.82,80.43,0,11804
"281",41,43212,"新莊","Sun","富邦悍將","中信兄弟",0,2,0,0,0,1,183,27,22,3,1,0,4,7,3,0,1,0,3,0,1,1,7,0,0,0,0,0,0,0,32,32,7,1,0,8,14,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,32,135,0,5,6,0,0,90,1,0,0,0,0,0,0,0,32,122,1,9,6,0,0,72,0,0,0,0,0,0,0,0,26.42,67.67,0,7824
"282",42,43212,"桃園","Sun","LAMIGO桃猿","統一7-ELEVEn獅",0,2,0,2,5,4,226,36,33,10,4,0,14,7,0,0,0,0,3,0,0,3,8,0,0,0,0,0,0,0,38,32,7,0,0,7,7,3,1,0,2,4,0,0,0,6,0,0,0,0,0,1,0,38,150,4,8,12,0,0,85,0,0,0,0,0,0,0,0,40,146,4,8,10,0,0,91,3,0,0,0,0,0,0,0,25.03,80.09,0,7889
"283",43,43214,"花蓮","Tue","統一7-ELEVEn獅","中信兄弟",0,2,2,1,2,12,244,48,37,11,5,0,22,9,1,0,0,1,8,1,1,0,12,0,0,0,0,0,0,0,40,38,11,3,0,14,12,1,0,0,0,1,0,1,0,11,0,0,0,0,0,0,2,40,159,2,7,8,0,0,109,1,0,0,0,0,0,0,0,48,192,9,8,10,0,0,105,0,0,0,0,0,0,0,0,24.39,75.71,0,4208
"284",44,43215,"桃園","Wed","LAMIGO桃猿","富邦悍將",0,0,3,2,7,8,202,36,33,12,3,0,24,8,0,1,0,1,1,1,0,1,4,0,0,0,0,0,1,0,38,33,9,0,0,9,6,0,0,2,0,3,0,0,2,7,0,0,0,0,0,0,0,42,131,4,4,17,0,0,81,0,1,0,0,0,0,0,0,37,136,8,5,9,0,2,86,2,0,0,0,0,0,0,0,20.02,71.42,0,3149
"285",45,43216,"花蓮","Thu","統一7-ELEVEn獅","中信兄弟",2,0,1,0,9,6,214,39,32,8,0,0,11,7,2,0,0,1,6,0,0,1,7,0,0,0,0,0,0,0,39,35,8,1,1,17,6,2,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,39,141,9,13,8,0,1,89,1,0,0,0,0,0,0,0,40,164,6,11,7,0,0,93,0,0,0,0,0,0,0,0,22.45,69.71,0,4738
"286",46,43216,"桃園","Thu","LAMIGO桃猿","富邦悍將",3,0,1,4,14,5,225,39,38,15,5,0,23,7,0,0,0,0,1,0,0,1,9,0,0,0,0,0,0,0,44,41,17,3,0,29,5,0,0,0,0,3,0,0,1,7,0,0,0,0,0,0,0,50,175,7,14,8,0,0,111,0,0,0,0,0,0,0,0,41,161,5,7,11,0,0,102,1,0,0,0,0,0,0,0,21.72,70.88,0,3747
"287",48,43217,"桃園","Fri","LAMIGO桃猿","中信兄弟",2,0,1,0,5,9,196,39,33,14,4,0,21,10,0,0,0,0,6,0,0,1,10,0,0,0,0,0,0,0,35,33,7,4,0,17,6,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,35,120,5,12,8,0,0,78,0,0,0,0,0,0,0,0,43,163,9,2,10,0,0,97,0,0,0,0,0,0,0,0,22.62,80.04,0,5061
"288",47,43217,"花蓮","Fri","統一7-ELEVEn獅","富邦悍將",3,3,0,1,6,7,197,31,28,6,3,0,9,6,2,1,0,0,3,0,0,1,3,0,0,0,0,0,1,0,29,26,5,0,0,11,9,0,0,1,0,2,0,0,1,2,0,0,0,0,0,0,0,37,136,5,9,6,0,1,91,0,0,0,0,0,0,0,0,34,135,2,7,11,0,1,86,1,0,0,0,0,0,0,0,23.4,74.21,0.03,4595
"289",50,43218,"桃園","Sat","LAMIGO桃猿","中信兄弟",1,0,1,0,4,11,220,39,32,11,3,1,19,6,0,0,0,1,3,1,2,0,8,0,0,0,0,0,0,0,38,32,6,0,1,11,10,2,0,0,0,6,0,0,1,7,0,0,0,0,0,0,0,38,148,4,7,9,0,0,83,1,0,0,0,0,0,0,0,43,171,11,9,8,0,0,106,1,0,0,0,0,0,0,0,24.23,72.62,0,11004
"290",49,43218,"花蓮","Sat","統一7-ELEVEn獅","富邦悍將",0,0,2,2,1,5,178,30,29,9,1,1,18,5,1,2,0,1,0,0,0,0,2,0,0,0,0,0,2,0,27,25,4,0,0,4,3,0,1,0,0,2,0,0,2,5,0,0,0,0,0,1,0,34,132,1,8,13,0,0,81,0,0,0,0,0,0,0,0,31,98,5,9,8,0,0,65,0,0,0,0,0,0,0,0,22.62,78.71,0.05,5167
"291",51,43219,"花蓮","Sun","統一7-ELEVEn獅","富邦悍將",2,1,3,0,3,8,179,30,26,8,1,0,18,0,0,2,0,1,3,0,0,1,1,0,0,0,0,0,2,0,30,28,6,1,0,10,9,2,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,37,139,3,8,9,0,0,94,0,0,0,0,0,0,0,0,33,117,8,16,5,0,0,77,2,0,0,0,0,0,0,0,24.76,73.83,0,4615
"292",52,43219,"桃園","Sun","LAMIGO桃猿","中信兄弟",1,1,0,0,4,5,225,40,30,8,2,0,10,7,0,0,1,0,5,3,1,0,13,0,0,0,0,0,0,0,41,35,10,2,0,15,6,1,0,1,1,4,0,0,0,10,0,0,0,0,0,0,0,41,155,4,10,11,0,0,95,0,0,0,0,0,0,0,0,42,166,5,9,7,0,1,91,2,0,0,0,0,0,0,0,24.5,83.17,0,7915
"293",53,43221,"台南","Tue","統一7-ELEVEn獅","LAMIGO桃猿",1,1,1,0,5,6,229,37,33,8,1,0,12,5,2,0,0,0,4,0,0,0,8,0,0,0,0,0,0,0,37,33,9,1,0,13,12,0,0,0,0,4,0,0,2,5,0,0,0,0,0,0,0,37,172,5,4,8,0,1,116,0,0,0,0,0,0,0,0,38,167,3,7,13,0,1,104,1,0,0,0,0,0,0,0,28.13,75.29,0,3235
"294",54,43222,"洲際","Wed","中信兄弟","富邦悍將",0,0,0,1,1,2,148,31,28,5,0,0,5,11,0,0,0,0,2,0,1,1,5,0,0,0,0,0,0,0,32,28,6,0,0,6,6,0,1,1,1,2,0,0,0,7,0,0,0,0,0,1,0,36,137,1,5,14,0,0,87,1,0,0,0,0,0,0,0,31,105,2,5,7,0,0,71,0,0,0,0,0,0,0,0,28.68,72.04,0,3098
"295",55,43223,"台南","Thu","統一7-ELEVEn獅","LAMIGO桃猿",0,0,1,2,0,2,178,29,24,6,0,0,9,2,1,1,0,0,4,1,0,2,5,0,0,0,0,0,1,0,31,28,6,1,0,7,9,1,0,1,0,2,0,0,2,6,0,0,0,0,0,0,0,34,129,0,9,7,0,0,83,0,0,0,0,0,0,0,0,32,123,2,9,9,0,0,72,0,0,0,0,0,0,0,0,28.5,67.17,0,3035
